Date,Open,High,Low,Close,Volume,Days,Interest_Rate,SP500,Interest_Rate_MA30,SP500_MA30,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Upper,BB_Middle,BB_Lower,MA_7,MA_20,MA_50,MA_100,MA_200,EMA_12,EMA_26,ATR,Volatility_7,Volatility_30d,OBV,Volume_SMA_20,Green_Days_Count,Support_30D,Resistance_30D,Stochastic_K,Stochastic_D,ADX,VWAP
2016-09-05,1.5560712923369153,1.5577926026151452,1.5201695439561582,1.5376285314559937,323148000.0,199,0.4,2179.98,0.39666666666666667,2179.696,0.021794163216930063,0.026850806446305935,-0.005056643229375872,61.66772720238662,1.5520902359183542,1.5277490317821503,1.5034078276459464,1.5324645383017403,1.5277490317821503,1.4579616856575013,1.315611745119095,1.0972962325811386,1.5306518016872666,1.5088576384703365,0.03239539859695978,0.015230840109029814,22.369398759651787,42779076000.0,333023200.0,14.0,1.414038283124472,1.558608811533775,67.55707261774943,67.55707261774943,31.068262110952922,1.5290123311498653
2016-09-06,1.5430383395314358,1.5521366596221924,1.5351694429289848,1.5521366596221924,306812000.0,200,0.4,2186.48,0.39666666666666667,2179.8163333333337,0.021893672557493415,0.02585937966854343,-0.003965707111050015,65.45314589354265,1.5535763505422044,1.5303094685077667,1.507042586473329,1.5376987627574377,1.5303094685077667,1.463001425266266,1.3198669469356537,1.1013443648815155,1.5339571644464858,1.5120634918889924,0.03129338560383462,0.014715010506099373,22.442946273449174,43085888000.0,318603200.0,14.0,1.426556389783254,1.558608811533775,90.07607267921232,75.06340597157039,30.50773832716047,1.528710368666275
2016-09-07,1.5472186612216576,1.5548416733595845,1.5204153522695174,1.5292677879333496,397988000.0,201,0.4,2186.16,0.39666666666666667,2179.992,0.019897837717429034,0.024667071278320553,-0.0047692335608915185,56.0561199954032,1.5536681193987538,1.5305605828762054,1.507453046353657,1.540684734072004,1.5305605828762054,1.46731379032135,1.323893460035324,1.105278152823448,1.5332357219060033,1.5133378841885743,0.031517166709994084,0.008635650301209687,22.92062494413235,42687900000.0,321918400.0,14.0,1.4314657638600607,1.558608811533775,54.57982415788647,70.7376564849494,28.94230191706057,1.529102090269629
2016-09-08,1.527792214235286,1.5427923523507912,1.5103332293065033,1.5403332710266113,315808000.0,202,0.4,2181.3,0.39666666666666667,2179.9773333333333,0.018990110067069743,0.023531679036070393,-0.00454156896900065,59.1148151095673,1.5546300626299796,1.5311685919761657,1.5077071213223519,1.538893120629447,1.5311685919761657,1.4715038418769837,1.327829362154007,1.109267268180847,1.5343276525399432,1.5153375424728734,0.031584449305300785,0.006788582704799674,22.969424200071053,43003708000.0,323130800.0,15.0,1.4314657638600607,1.558608811533775,66.66633234762746,70.44074306157542,26.88454526735602,1.5308887604578119
2016-09-09,1.5233660372942583,1.5319725873153522,1.4508247806723247,1.4636117219924927,697760000.0,203,0.4,2127.81,0.3966666666666667,2178.388,0.011942278394498906,0.0212137989077561,-0.009271520513257192,38.89849042404639,1.5656200994304266,1.5279405236244201,1.4902609478184137,1.5283192907060896,1.5279405236244201,1.4746503567695617,1.3309759509563446,1.1127410554885864,1.5234482786095662,1.5115060002150673,0.035721880808799775,0.0293244999135001,27.40153769268993,42305948000.0,343440800.0,15.0,1.4407929892729912,1.558608811533775,11.872135712910344,44.37276407280809,27.38533785941505,1.524639996691318
2016-09-10,1.5233660372942583,1.5319725873153522,1.4508247806723247,1.4636117219924927,697760000.0,204,0.4,2127.81,0.39666666666666667,2176.4553333333333,0.006284378612347652,0.01822791484867441,-0.011943536236326758,38.89849042404639,1.5716773023216437,1.5247124552726745,1.4777476082237053,1.5177454607827323,1.5247124552726745,1.477085063457489,1.3340415477752685,1.1162050858139991,1.5142426545146317,1.507958275902284,0.0389665897969589,0.03758839382444568,26.766440064609952,43003708000.0,363750800.0,14.0,1.4508247806723247,1.558608811533775,11.872135712910344,30.13686792448272,27.850359552041287,1.5193141328060822
2016-09-11,1.5233660372942583,1.5319725873153522,1.4508247806723247,1.4636117219924927,697760000.0,205,0.4,2127.81,0.39666666666666667,2174.5806666666667,0.0017799342974162968,0.014938318738422789,-0.013158384441006492,38.89849042404639,1.5748556789316086,1.521165317296982,1.4674749556623552,1.507171630859375,1.521165317296982,1.4795197701454164,1.337269139289856,1.1196422842144966,1.5064532802804564,1.5046733459830401,0.04197953385739238,0.04129125840313158,20.888766149151966,43701468000.0,386401400.0,13.0,1.4508247806723247,1.558608811533775,11.872135712910344,11.872135712910344,28.282165409479937,1.514720770054464
2016-09-12,1.444185515553428,1.4968085921918848,1.4095131941137458,1.493857741355896,598260000.0,206,0.4,2159.04,0.39666666666666667,2173.747,0.0006433149765601165,0.012079317986050256,-0.01143600300949014,47.70442967746089,1.5720854466646825,1.5185095548629761,1.4649336630612697,1.5009186608450753,1.5185095548629761,1.4825593972206115,1.3407991909980774,1.1232221761345864,1.5045155050612933,1.5038721900847332,0.045216381301731425,0.039170030092843325,21.876025303600485,44299728000.0,399326200.0,13.0,1.4095131941137458,1.558608811533775,56.60059381088326,26.781621745567985,29.753455254191106,1.5094241418186491
2016-09-13,1.4901691464402842,1.5073823637736596,1.463857609710134,1.4722182750701904,471768000.0,207,0.4,2127.02,0.39666666666666667,2171.846,-0.0019807551919339694,0.00926730335045341,-0.01124805854238738,42.936662582335735,1.5731378210933198,1.5159644722938537,1.4587911234943876,1.4895017487662179,1.5159644722938537,1.4846704268455506,1.3441128480434417,1.1267194828391076,1.4995467004472776,1.5015274556392115,0.045095550784716734,0.0328982145407756,22.2142179030883,43827960000.0,407992200.0,12.0,1.4095131941137458,1.558608811533775,42.07912583732065,36.850618453704755,30.49427220262869,1.506865733013439
2016-09-14,1.475660863265668,1.490169114307331,1.463365808797336,1.4852510690689087,319048000.0,208,0.4,2125.77,0.39666666666666667,2169.7,-0.0029744248318313016,0.006818957713996468,-0.00979338254582777,46.4105165944315,1.5732949498630329,1.5145750999450684,1.455855250027104,1.4832136460712977,1.5145750999450684,1.4865757608413697,1.3476157402992248,1.1302819535136224,1.4973473725429132,1.5003217973747445,0.043788961836522325,0.027849906876443953,22.41839533272478,44147008000.0,403643000.0,13.0,1.4095131941137458,1.5585302654256943,50.82496541393919,49.83489502071436,31.194734547529013,1.5051695031750498
