Date,Open,High,Low,Close,Volume,Days,Interest_Rate,SP500,Interest_Rate_MA30,SP500_MA30,RSI,MACD,BB_Upper,MA_7,Volatility_7
2015-12-22,18.914918899536133,18.914918899536133,18.914918899536133,18.914918899536133,100.0,25,0.36,2038.97,0.17700000000000002,2058.423666666667,50.00343067387411,-0.060176216823574435,19.192998277995333,18.87276268005371,0.0627530952263143
2015-12-23,19.140523722921507,19.19196319580078,19.140523722921507,19.19196319580078,200.0,26,0.36,2064.29,0.185,2057.563,57.819990645994565,-0.028441093703154507,19.243554355138407,18.935545785086497,0.11793859653298278
2015-12-24,19.263002395629883,19.263002395629883,19.263002395629883,19.263002395629883,100.0,27,0.36,2060.99,0.193,2056.5923333333335,59.56564983258575,0.0024136664909839567,19.291524108136773,18.981017793927872,0.1713316534474565
2015-12-25,19.263002395629883,19.263002395629883,19.263002395629883,19.263002395629883,100.0,28,0.36,2060.99,0.201,2055.621666666667,59.56564983258575,0.02656011773720479,19.335305663505153,19.034611565726145,0.19444600678423535
2015-12-26,19.263002395629883,19.263002395629883,19.263002395629883,19.263002395629883,100.0,29,0.36,2060.99,0.209,2054.651,59.56564983258575,0.045175598141085516,19.375703119109918,19.088205337524414,0.19890185542786037
2015-12-27,19.263002395629883,19.263002395629883,19.263002395629883,19.263002395629883,100.0,30,0.36,2060.99,0.217,2053.6803333333332,59.56564983258575,0.05924555460405756,19.42196998865915,19.141799109322683,0.18604470185407335
2015-12-28,19.29160499572754,19.29160499572754,19.29160499572754,19.29160499572754,200.0,31,0.36,2056.5,0.225,2052.56,60.452036266102986,0.07187555064860618,19.46489271611376,19.207213810512,0.1324388118411597
2015-12-29,19.171667098999023,19.171667098999023,19.171667098999023,19.171667098999023,300.0,32,0.36,2078.36,0.233,2052.1683333333335,55.006710065556604,0.07138405663509317,19.48552164012347,19.243892124720983,0.044065095551737786
2015-12-30,19.29160593096076,19.29160593096076,19.22425603329757,19.22702407836914,3000.0,33,0.35,2063.36,0.242,2051.6,56.934854336844694,0.07460143082913007,19.508448163328463,19.24890082223075,0.038864516484881886
2015-12-31,19.014826021126915,19.014826021126915,18.876434326171875,18.876434326171875,700.0,34,0.2,2043.94,0.24433333333333332,2049.6436666666664,44.05758038296261,0.04830473316109263,19.508414056752944,19.193676812308176,0.1450559094855937
2016-01-01,19.014826021126915,19.014826021126915,18.876434326171875,18.876434326171875,700.0,35,0.2,2043.94,0.24666666666666665,2048.458,44.05758038296261,0.027151426063220185,19.50837983027405,19.138452802385604,0.18290991446779353
