Date,Open,High,Low,Close,Volume,Days,Interest_Rate,SP500,Interest_Rate_MA30,SP500_MA30,RSI,MACD,BB_Upper,MA_7,Volatility_7
2015-12-18,16.405390582419972,16.536232105893937,16.355279639306627,16.383119583129883,48770100.0,25,0.37,2005.55,0.14433333333333334,2067.362666666667,43.80008312734913,-0.008048194939249242,16.86134346346324,16.57918385096959,0.16715473494054467
2015-12-19,16.405390582419972,16.536232105893937,16.355279639306627,16.383119583129883,48770100.0,26,0.37,2005.55,0.15266666666666667,2064.6613333333335,43.80008312734913,-0.021302205864525803,16.860049785456752,16.558901378086635,0.18270211623899202
2015-12-20,16.405390582419972,16.536232105893937,16.355279639306627,16.383119583129883,48770100.0,27,0.37,2005.55,0.161,2061.96,43.80008312734913,-0.03144364227761187,16.848855679677037,16.538618905203684,0.19457527462516205
2015-12-21,16.374764248591354,16.586339492960064,16.333006731230405,16.577987670898438,28936500.0,28,0.36,2021.15,0.169,2059.7786666666666,51.28857517024658,-0.023485847368693413,16.843296466626754,16.505212238856725,0.1561241044450436
2015-12-22,16.644804907592395,16.898137734054682,16.594695555365675,16.853595733642578,27798900.0,29,0.36,2038.97,0.17700000000000002,2058.1913333333337,59.50677889024646,0.005002365583628432,16.868868458012795,16.541004725864955,0.2037481537002421
2015-12-23,16.981652672727648,17.015059969279587,16.82575726531053,17.0067081451416,22559400.0,30,0.36,2064.29,0.185,2057.448,63.21930225027183,0.0394792790352696,16.94469723158017,16.57242284502302,0.25776078000268915
2015-12-24,16.920408903074428,17.009492904787418,16.892570550776018,16.934328079223633,7448400.0,31,0.36,2060.99,0.193,2056.509666666667,60.40015237269781,0.060267291107511056,16.990152382258913,16.64599691118513,0.2793693652470822
2015-12-25,16.920408903074428,17.009492904787418,16.892570550776018,16.934328079223633,7448400.0,32,0.36,2060.99,0.201,2055.5803333333333,60.40015237269781,0.07586738841644802,17.030782118237447,16.724740982055664,0.270465470811428
2015-12-26,16.920408903074428,17.009492904787418,16.892570550776018,16.934328079223633,7448400.0,33,0.36,2060.99,0.209,2054.651,60.40015237269781,0.08722510125488725,17.067438249824345,16.8034850529262,0.2319218961999662
2015-12-27,16.920408903074428,17.009492904787418,16.892570550776018,16.934328079223633,7448400.0,34,0.36,2060.99,0.217,2053.6803333333332,60.40015237269781,0.09512957597155491,17.08223425371157,16.882229123796737,0.14126509599253068
2015-12-28,16.864729499077875,16.973301614634693,16.842460093058268,16.91205596923828,16265100.0,35,0.36,2056.5,0.225,2052.56,59.305578356126134,0.09846175022684633,17.11100218963822,16.929953166416713,0.04494191327711606
2015-12-29,16.981654306114432,17.190445150803935,16.976088546750532,17.151472091674805,23650800.0,36,0.36,2078.36,0.233,2052.1683333333335,66.36239562864,0.11904907885226024,17.180518810350744,16.97250693184989,0.0843436121409503
2015-12-30,17.16538449314772,17.22384565171247,17.118059627758065,17.17095184326172,17150100.0,37,0.35,2063.36,0.242,2051.6,66.86585504072438,0.13537600791497795,17.246796231847224,16.99597031729562,0.11331373565790452
2015-12-31,17.07352211269714,17.182094239695143,17.02898011006916,17.065170288085938,19725300.0,38,0.2,2043.94,0.24433333333333332,2049.6436666666664,61.4842194514489,0.1381866002673,17.283020812318103,17.014662061418807,0.11223726170245103
2016-01-01,17.07352211269714,17.182094239695143,17.02898011006916,17.065170288085938,19725300.0,39,0.2,2043.94,0.24666666666666665,2048.458,61.4842194514489,0.13881385524114265,17.313523193212976,17.033353805541992,0.10742057582538511
2016-01-02,17.07352211269714,17.182094239695143,17.02898011006916,17.065170288085938,19725300.0,40,0.2,2043.94,0.249,2048.268666666667,61.4842194514489,0.1377233700469631,17.33841897313967,17.052045549665177,0.09831548340586013
2016-01-03,17.07352211269714,17.182094239695143,17.02898011006916,17.065170288085938,19725300.0,41,0.2,2043.94,0.25133333333333335,2046.677,61.4842194514489,0.13529950421053272,17.36202531090099,17.070737293788365,0.08353122418878119
2016-01-04,16.84245309475556,17.118056791574265,16.803478464520822,17.109704971313477,35967600.0,42,0.36,2012.66,0.259,2044.0426666666667,63.16310116594116,0.1354112136364911,17.389692063655602,17.098972865513392,0.04586715790031791
