Date,Open,High,Low,Close,Volume
2015-11-09,27.299161486362152,27.49099552888714,27.093786743992297,27.211143493652344,135485600
2015-11-10,26.38286754435777,26.64692149059824,26.193289160128977,26.353527069091797,236511600
2015-11-11,26.26325763768348,26.500228503413954,26.001459284846973,26.204578399658203,180872000
2015-11-12,26.23843336546997,26.364817834384485,26.100763831034122,26.116561889648438,130102400
2015-11-13,25.9991994540376,26.082704449365423,25.33793500653174,25.35373306274414,183249600
2015-11-16,25.13707526467575,25.78254170723503,25.051314627262517,25.769001007080078,152426800
2015-11-17,25.936003743629655,25.965344216837444,25.574904134546816,25.658409118652344,110467600
2015-11-18,26.12558840700528,26.51602686147571,26.066909168315345,26.470890045166016,186698800
2015-11-19,26.54988149358771,27.026082330436413,26.351277082552787,26.807165145874023,173183200
2015-11-20,26.90195417568265,27.064449480562576,26.822963880771375,26.924524307250977,137148400
2015-11-23,26.917753256026547,27.021571043974077,26.482176216863465,26.574708938598633,129930000
2015-11-24,26.47992013966621,26.93580822418028,26.432525961711228,26.829734802246094,171212800
2015-11-25,26.904208831743524,26.908723546347577,26.61307172671012,26.637897491455078,85553200
2015-11-27,26.696574240731735,26.72365736025514,26.54084931672533,26.58824348449707,52185600
2015-11-30,26.628865361010153,26.949342892160754,26.574700847772107,26.698829650878906,156721200
2015-12-01,26.8003941631814,26.81393486397417,26.373844869617187,26.482173919677734,139409600
2015-12-02,26.482174863873283,26.655955232252715,26.19780980593119,26.24294662475586,133546400
2015-12-03,26.303884200502473,26.358048729474284,25.778031804567277,25.999204635620117,166278000
2015-12-04,26.01951185069576,26.91323413614076,25.978888032181946,26.863582611083984,231108000
2015-12-07,26.852301063632314,27.050905455271643,26.588245364718215,26.694318771362305,128336800
2015-12-08,26.522795250523913,26.76653817303483,26.373842390228827,26.683034896850586,137238000
2015-12-09,26.54988027568499,26.561165340666943,25.972120763279804,26.093992233276367,185445600
2015-12-10,26.188781815217627,26.391900941455514,26.069167696949552,26.218120574951172,116850800
2015-12-11,25.996946384484712,26.042083200443695,25.468836684096974,25.54331398010254,187544800
2015-12-14,25.3176289697227,25.430472742680664,24.77823587273239,25.38533592224121,257274800
2015-12-15,25.263456598079,25.457547965062044,24.904612616104743,24.936208724975586,213292400
2015-12-16,25.06711116689984,25.274743258712757,24.554801287035072,25.1280460357666,224954000
2015-12-17,25.281520983110237,25.33342988213503,24.59543228149414,24.59543228149414,179091200
2015-12-18,24.579630563761512,24.71729837768362,23.87999781922301,23.929649353027344,385813200
2015-12-21,24.211752656946654,24.23206542557872,23.825827271525725,24.223037719726562,190362400
2015-12-22,24.238830699101175,24.31105060893739,24.024426604189138,24.200464248657227,131157600
2015-12-23,24.209498766115598,24.566085449963985,24.193700709077202,24.511920928955078,130629600
2015-12-24,24.59993673598354,24.59993673598354,24.36296417959976,24.381019592285156,54281600
2015-12-28,24.28171546337932,24.30428558916073,23.963497007795844,24.10793685913086,106816800
2015-12-29,24.139536266605376,24.696984701123718,24.11696785959983,24.541259765625,123724800
2015-12-30,24.50515383466926,24.532235237842052,24.189190930065386,24.220787048339844,100855200
2015-12-31,24.15082401203973,24.1553370051982,23.656567751012776,23.755870819091797,163649200
2016-01-04,23.157791361555017,23.780689258914776,23.02012186753966,23.776174545288086,270597600
2016-01-05,23.866452901617503,23.889021307034476,23.1126574851651,23.180362701416016,223164000
2016-01-06,22.695138044120558,23.103633654694068,22.539414815316697,22.726734161376953,273829600
2016-01-07,22.270848796920983,22.59809507469187,21.76305177991546,21.76756477355957,324377600
2016-01-08,22.24150199579669,22.36788643447157,21.837521197193666,21.882658004760742,283192000
2016-01-11,22.336293029880032,22.35660407918737,21.96842128840713,22.236989974975586,198957600
2016-01-12,22.692877505733563,22.724473616163657,22.306950387742376,22.559720993041992,196616800
2016-01-13,22.640966334684354,22.837315048364253,21.95939095056826,21.97970199584961,249758400
2016-01-14,22.108348638100864,22.677082136934686,21.607322082128857,22.460420608520508,252680400
2016-01-15,21.711138675312167,22.051927311691813,21.52156198552797,21.92102813720703,319335600
2016-01-19,22.209907885970967,22.26407240430035,21.553156429023584,21.81495475769043,212350800
2016-01-20,21.462883037823314,22.160258377469596,21.083727931282407,21.844295501708984,289337600
2016-01-21,21.905224847298413,22.090288500107565,21.426768522496506,21.73370361328125,208646000
2016-01-22,22.259562261967094,22.8982584367017,22.200884739166256,22.889230728149414,263202000
2016-01-25,22.911790445254706,22.91404780200111,22.390452957649845,22.44236183166504,207178000
2016-01-26,22.552953288224842,22.767355737261482,22.13317437545368,22.56649398803711,300308000
2016-01-27,21.675026821303355,21.80818161437232,21.065669563077257,21.083724975585938,533478800
2016-01-28,21.167228643264455,21.331979536990776,20.851265831558248,21.234933853149414,222715200
2016-01-29,21.392914232380512,21.968416213989258,21.293611200413775,21.968416213989258,257666000
2016-02-01,21.772072063368448,21.826236577921428,21.53058652207361,21.763044357299805,163774000
2016-02-02,21.535103093925297,21.675029978460767,21.277819454707192,21.32295799255371,149428800
2016-02-03,21.4403097462963,21.855573866469204,21.232677686209847,21.74498748779297,183857200
2016-02-04,21.751799462907766,22.085360609990744,21.599768733525107,21.919713973999023,185886800
2016-02-05,21.901552568284597,21.99231774390751,21.259392716116253,21.334272384643555,185672400
2016-02-08,21.132327774013778,21.715491926616043,21.111906511618695,21.558923721313477,216085600
2016-02-09,21.395548315378917,21.769953735090578,21.31385979721628,21.554386138916016,177324800
2016-02-10,21.76540408042406,21.862976334130444,21.352424206150847,21.39099884033203,169374400
2016-02-11,21.282092154002086,21.493120536610025,21.009796517396957,21.261669158935547,200298800
2016-02-12,21.37285424449232,21.443196451353334,21.105097859767017,21.327470779418945,161405600
2016-02-16,21.56118709687598,21.97643665761015,21.468154035597856,21.92878532409668,196231600
2016-02-17,21.935599943470816,22.285044907114546,21.817606372039087,22.264623641967773,179452800
2016-02-18,22.427995649324743,22.43934194909031,21.803987248668836,21.84256362915039,156084000
2016-02-19,21.783565899847915,21.956019614625014,21.738184163370807,21.79264259338379,141496800
2016-02-22,21.853907904894076,21.987786969284326,21.765412307755714,21.983247756958008,137123200
2016-02-23,21.874336333519135,21.89702720718241,21.454549111539077,21.486316680908203,127770400
2016-02-24,21.32520646362585,21.86979428577765,21.17544360069238,21.806259155273438,145022800
2016-02-25,21.794911041380583,21.956018447875977,21.613380642714183,21.956018447875977,110330800
2016-02-26,22.05585807767748,22.241925952786698,21.91517366674255,21.990055084228516,115964400
2016-02-29,21.97871060515094,22.289580868475824,21.931059262224167,21.940135955810547,140865200
2016-03-01,22.15796574860916,22.86593035549293,22.105775206618755,22.811471939086914,201628400
2016-03-02,22.806940266626068,22.89316625882572,22.609526076482055,22.861398696899414,132678400
2016-03-03,22.822821238293518,23.079231308337462,22.793321554991476,23.031579971313477,147822800
2016-03-04,23.22899436862547,23.54213247127571,23.002082248420404,23.374217987060547,184220400
2016-03-07,23.23353309790009,23.333374990140616,22.909048679320556,23.11553955078125,143315600
2016-03-08,22.868210154594347,23.0905848617785,22.781984145916166,22.924938201904297,126247600
2016-03-09,22.9884665877486,23.049733830326787,22.752477772488778,22.945354461669922,108806800
2016-03-10,23.01115570429515,23.19949142186105,22.72524598831535,22.956695556640625,134054400
2016-03-11,23.19949559324288,23.208572286150666,23.0315811024542,23.20403480529785,109632800
2016-03-14,23.124616198075437,23.351528330026163,23.095116512952448,23.263031005859375,100304400
2016-03-15,23.5897883074565,23.866621423892376,23.5648278309777,23.7304744720459,160270800
2016-03-16,23.73727872010701,24.12302865938923,23.732739507907148,24.045879364013672,153214000
2016-03-17,23.943770194046568,24.15933778326067,23.81669993931986,24.007307052612305,137682800
2016-03-18,24.129839056538234,24.16614583430874,23.86889144892315,24.034536361694336,176820800
2016-03-21,24.036804098088368,24.427093272745285,23.857543291998166,24.03226661682129,142010800
2016-03-22,23.882503322132305,24.345404306856626,23.873426628564893,24.216064453125,129777600
2016-03-23,24.161600641418318,24.29547794651407,24.029991210807587,24.08218002319336,102814000
2016-03-24,23.93242435451574,24.109415551691082,23.800814894133254,23.977806091308594,104532000
2016-03-28,24.052687136662694,24.095800997779172,23.839389168447187,23.86888885498047,77645600
2016-03-29,23.80081385724828,24.4588593992906,23.798544251146826,24.43389892578125,124760400
2016-03-30,24.65400356575308,25.055637278930124,24.642657266636444,24.860492706298828,182404400
2016-03-31,24.896803951225998,24.93764821170051,24.706196825277438,24.731157302856445,103553600
2016-04-01,24.683501559673957,24.960334639026417,24.551892106997837,24.958065032958984,103496000
2016-04-04,25.055638002851232,25.45727345883473,25.021600835720086,25.2144775390625,149424800
2016-04-05,24.849154173755068,25.125987319897355,24.828731176625215,24.917226791381836,106314800
2016-04-06,25.012531947464016,25.18271609324376,24.778810933049606,25.178176879882812,105616400
2016-04-07,24.94898686019794,25.05563583341364,24.533738996999272,24.62904167175293,127207600
2016-04-08,24.71300283244681,24.90814568672687,24.545086596713983,24.656274795532227,94326800
2016-04-11,24.72661624711693,25.098752019339337,24.69484868591762,24.737960815429688,117630000
2016-04-12,24.810577779900978,25.07379674869256,24.65627915417122,25.060182571411133,108929200
2016-04-13,25.141866272819133,25.491309451470528,25.141866272819133,25.423236846923828,133029200
2016-04-14,25.327938438017764,25.50266005684216,25.262133697337713,25.43685531616211,101895600
2016-04-15,25.439120060738166,25.482233921165,24.899069792748637,24.926298141479492,187756000
2016-04-18,24.70846839156554,24.72208256906939,24.265990310664094,24.38852310180664,243286000
2016-04-19,24.47927763792478,24.506507714173246,24.104874043919843,24.259174346923828,129539600
2016-04-20,24.197907027302275,24.526928890995592,24.06629758934415,24.309093475341797,122444000
2016-04-21,24.263714807147394,24.263714807147394,23.943767863943286,24.045879364013672,126210000
