Date,Open,High,Low,Close,Volume
2012-01-03,0.47952327132225037,0.4919784467763313,0.47952327132225037,0.47952327132225037,4800
2012-01-04,0.4795232258340406,0.48575079441070557,0.4795232258340406,0.48575079441070557,14300
2012-01-05,0.48575079441070557,0.49197840010660715,0.48575079441070557,0.48575079441070557,10000
2012-01-06,0.4795232258340406,0.48575079441070557,0.4795232258340406,0.48575079441070557,16000
2012-01-09,0.4795232258340406,0.48575079441070557,0.4670680886807107,0.48575079441070557,33000
2012-01-10,0.4795231880306646,0.5106610655784607,0.4732956199449522,0.5106610655784607,94700
2012-01-11,0.4982059686832721,0.4982059686832721,0.48575079441070557,0.48575079441070557,29400
2012-01-12,0.48575079441070557,0.48575079441070557,0.48575079441070557,0.48575079441070557,14600
2012-01-13,0.47952329055708465,0.4919784665107727,0.47952329055708465,0.4919784665107727,13000
2012-01-17,0.5106611747624422,0.5106611747624422,0.4919784665107727,0.4919784665107727,7200
2012-01-18,0.498205767808022,0.5044333338737488,0.498205767808022,0.5044333338737488,17200
2012-01-19,0.49197839133132004,0.4982059597969055,0.49197839133132004,0.4982059597969055,13700
2012-01-20,0.4919784665107727,0.4919784665107727,0.4919784665107727,0.4919784665107727,700
2012-01-23,0.49197839133132004,0.4982059597969055,0.49197839133132004,0.4982059597969055,20200
2012-01-24,0.498205767808022,0.5044333338737488,0.4919782017422953,0.5044333338737488,14300
2012-01-25,0.48575085997430784,0.5044336053452191,0.48575085997430784,0.4919784665107727,16200
2012-01-26,0.48575078574649855,0.4982059597969055,0.48575078574649855,0.4982059597969055,5200
2012-01-27,0.504433528262491,0.504433528262491,0.49197839133132004,0.4982059597969055,3700
2012-01-30,0.5044333338737488,0.5044333338737488,0.4919782017422953,0.5044333338737488,67300
2012-01-31,0.5044334974927482,0.5106610655784607,0.4919783613213233,0.5106610655784607,28500
2012-02-01,0.5106610655784607,0.5106610655784607,0.5106610655784607,0.5106610655784607,1200
2012-02-02,0.5168885588645935,0.5168885588645935,0.5168885588645935,0.5168885588645935,1500
2012-02-03,0.5168885588645935,0.5168885588645935,0.5168885588645935,0.5168885588645935,24700
2012-02-06,0.5231161713600159,0.5231161713600159,0.49820590046430135,0.5231161713600159,29700
2012-02-07,0.5231161713600159,0.5231161713600159,0.50443346818823,0.5231161713600159,8500
2012-02-08,0.504433528262491,0.5106610967280765,0.4982059597969055,0.4982059597969055,11300
2012-02-09,0.5231162017498856,0.5231162017498856,0.5106610655784607,0.5106610655784607,400
2012-02-10,0.5106610967280765,0.5106610967280765,0.4982059597969055,0.4982059597969055,41500
2012-02-13,0.5106610655784607,0.5231162017498856,0.5044334974927482,0.5106610655784607,9600
2012-02-14,0.5106610655784607,0.5106610655784607,0.5106610655784607,0.5106610655784607,3900
2012-02-15,0.5168886036360872,0.5231161713600159,0.5168886036360872,0.5231161713600159,2500
2012-02-16,0.5231161713600159,0.5231161713600159,0.5106610359121586,0.5231161713600159,7200
2012-02-17,0.5231161713600159,0.5604816148228192,0.48575072789721246,0.5231161713600159,138400
2012-02-21,0.5231163135968886,0.5231163135968886,0.4047923833119232,0.4919784665107727,66400
2012-02-22,0.49820592940703573,0.5168886336641731,0.49820592940703573,0.5106610655784607,17300
2012-02-23,0.504433528262491,0.504433528262491,0.4982059597969055,0.4982059597969055,7200
2012-02-24,0.4982059597969055,0.504433528262491,0.4982059597969055,0.4982059597969055,14200
2012-02-27,0.5044334974927482,0.5106610655784607,0.49820592940703573,0.5106610655784607,21400
2012-02-28,0.5106610967280765,0.5106610967280765,0.4982059597969055,0.4982059597969055,18300
2012-02-29,0.51066099168008,0.5168885588645935,0.4982058573110529,0.5168885588645935,14500
2012-03-01,0.5168886336641731,0.5168886336641731,0.5106610655784607,0.5106610655784607,20200
2012-03-02,0.5168886036360872,0.5293437762031761,0.5168886036360872,0.5231161713600159,33700
2012-03-05,0.5293437762031761,0.5293437762031761,0.5168886036360872,0.5231161713600159,33700
2012-03-06,0.5168886336641731,0.5168886336641731,0.5106610655784607,0.5106610655784607,16700
2012-03-07,0.5044334974927482,0.5106610655784607,0.5044334974927482,0.5106610655784607,20500
2012-03-08,0.5168886336641731,0.5168886336641731,0.49820592940703573,0.5106610655784607,25600
2012-03-09,0.498205767808022,0.5106608999394755,0.498205767808022,0.5044333338737488,42200
2012-03-12,0.5604815662754168,0.5604815662754168,0.51066099168008,0.5168885588645935,56300
2012-03-13,0.5293438392440688,0.5293438392440688,0.4982059597969055,0.4982059597969055,12900
2012-03-14,0.5168885588645935,0.5231161260491071,0.5168885588645935,0.5168885588645935,49700
2012-03-15,0.5231161713600159,0.5231161713600159,0.5231161713600159,0.5231161713600159,800
