Date,Open,High,Low,Close,Volume,Days,Interest_Rate,SP500,Interest_Rate_MA30,SP500_MA30,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Upper,BB_Middle,BB_Lower,MA_7,MA_20,MA_50,MA_100,MA_200,EMA_12,EMA_26,ATR,Volatility_7,Volatility_30d,OBV,Volume_SMA_20,Green_Days_Count,Support_30D,Resistance_30D,Stochastic_K,Stochastic_D,ADX,VWAP
2016-08-25,14.87399959564209,14.920000076293945,14.718000411987305,14.730667114257812,26437500.0,199,0.4,2172.47,0.39,2178.154,-0.05625192969090698,-0.020606720613788543,-0.035645209077118434,39.72475567715388,15.318906054032023,15.016633367538452,14.71436068104488,14.917619160243444,15.016633367538452,15.013026599884034,14.703259992599488,14.537100009918213,14.93325997016039,14.989511899851298,0.27955201314651773,0.10752265696685614,14.987802055553534,5526472500.0,33379575.0,16.0,14.718000411987305,15.775333404541016,2.176410152211067,13.770682487349852,11.459081756274466,14.971834463388713
2016-08-26,14.809332847595215,14.857333183288574,14.588000297546387,14.666000366210938,33585000.0,200,0.4,2169.04,0.38999999999999996,2178.236,-0.07340497453028227,-0.03116637139708729,-0.04223860313319498,37.783411766321755,15.28509975257014,14.98316674232483,14.68123373207952,14.869904926845006,14.98316674232483,15.018426609039306,14.70913999557495,14.561100010871888,14.892143108014322,14.965548082544604,0.27882207547477983,0.13537331644816422,14.986795738357372,5492887500.0,32654925.0,16.0,14.588000297546387,15.775333404541016,10.955067467110286,6.2086588786149735,10.942682061056535,14.948246389460747
2016-08-27,14.809332847595215,14.857333183288574,14.588000297546387,14.666000366210938,33585000.0,201,0.4,2169.04,0.38999999999999996,2178.202,-0.08600744584853537,-0.04213458628737691,-0.04387285956115846,37.783411766321755,15.236053375039303,14.949700117111206,14.66334685918311,14.822190693446569,14.949700117111206,15.022706623077392,14.712326669692994,14.585013346672058,14.857351916967648,14.943359362816183,0.2781442762081661,0.14063630051994433,14.659711497150527,5526472500.0,31930275.0,15.0,14.588000297546387,15.775333404541016,10.955067467110286,8.028848362143874,10.46316805835417,14.925321766900034
2016-08-28,14.809332847595215,14.857333183288574,14.588000297546387,14.666000366210938,33585000.0,202,0.4,2169.04,0.39333333333333337,2178.05,-0.09490103510530368,-0.052687876050962264,-0.04221315905434141,37.783411766321755,15.234330604845871,14.929133462905884,14.623936320965898,14.774476460048131,14.929133462905884,15.026986637115478,14.712133340835571,14.61045334815979,14.82791321685123,14.922814251956535,0.27751489117488193,0.12617061628800932,13.438336620722069,5560057500.0,31911825.0,14.0,14.588000297546387,15.775333404541016,10.955067467110286,10.955067467110286,10.017905055844835,14.903032992984734
2016-08-29,14.676667213439941,14.69333267211914,14.333333015441895,14.346667289733887,48994500.0,203,0.4,2180.38,0.39666666666666667,2178.276,-0.12626131728920065,-0.06740256429860994,-0.05885875299059071,29.03266556983209,15.241927693273011,14.882866811752319,14.523805930231626,14.700857434953962,14.882866811752319,15.024879989624024,14.708746681213379,14.632030019760132,14.7538753819101,14.880136699199301,0.2834066601393365,0.1970347072597499,14.571895117478237,5511063000.0,32705700.0,13.0,14.333333015441895,15.775333404541016,1.4826832940976862,7.7976060761060815,11.090911497910946,14.84416985422828
2016-08-30,14.407333374023438,14.407333374023438,14.034667015075684,14.089332580566406,47533500.0,204,0.4,2176.12,0.4,2178.36,-0.16992058848038205,-0.08790616913496437,-0.08201441934541769,24.173864243362374,15.325689957658017,14.835166788101196,14.344643618544374,14.57228592463902,14.835166788101196,15.006959972381592,14.702786674499512,14.652130017280578,14.651638027857224,14.821558616337606,0.2897823529113663,0.26075724026401564,15.180677756653848,5463529500.0,33328650.0,12.0,14.034667015075684,15.775333404541016,4.5630690800943166,5.666939947100758,13.240277018999105,14.770200767744276
2016-08-31,14.028667449951172,14.173333168029785,13.90999984741211,14.133999824523926,49147500.0,205,0.3,2170.95,0.39666666666666667,2178.3636666666666,-0.19862695427195476,-0.11005032616236246,-0.0885766281095923,26.47402656618766,15.363567112909829,14.792166757583619,14.220766402257409,14.471238272530693,14.792166757583619,14.990106620788573,14.699980001449585,14.672453351020813,14.572001381190564,14.770628335462519,0.2878931363189598,0.27574136476281574,14.416744311005235,5512677000.0,34375350.0,13.0,13.90999984741211,15.466667175292969,16.93547631184851,7.660409562013499,15.606911386035433,14.69636686604508
2016-09-01,13.934000015258789,14.073332786560059,13.366666793823242,13.38466739654541,119146500.0,206,0.4,2170.86,0.39666666666666667,2178.8246666666664,-0.2786299478873211,-0.1437662505073542,-0.1348636973799669,17.10167927606824,15.535765909606079,14.709366798400879,13.882967687195679,14.278952598571777,14.709366798400879,14.961093311309815,14.688553342819214,14.689030022621155,14.38933461432208,14.6679645622094,0.3221388430605115,0.46738925304972534,20.379965341426214,5393530500.0,38972550.0,13.0,13.366666793823242,15.466667175292969,0.9646624345882208,7.487735942177011,18.92647249118398,14.473613633595972
2016-09-02,13.488666534423828,13.546667098999023,13.079999923706055,13.185333251953125,89661000.0,207,0.4,2179.98,0.39666666666666667,2179.364333333333,-0.35403638521285075,-0.18582027744845353,-0.16821610776439722,15.526948425890268,15.661155833934213,14.616600131988525,13.572044430042837,14.067428725106376,14.616600131988525,14.929426631927491,14.67402000427246,14.704610023498535,14.204103635496086,14.558140020708937,0.33246229536282984,0.5836261846909928,20.614621644785196,5303869500.0,42095475.0,13.0,13.079999923706055,15.466667175292969,4.893154678179277,7.597764474871998,22.395376120125842,14.29570989934181
2016-09-03,13.488666534423828,13.546667098999023,13.079999923706055,13.185333251953125,89661000.0,208,0.4,2179.98,0.39666666666666667,2179.8886666666667,-0.4090809000951001,-0.23047240197778285,-0.17860849811731727,15.526948425890268,15.719832003516611,14.523833465576171,13.327834927635731,13.855904851640974,14.523833465576171,14.89926664352417,14.65579333305359,14.718813352584839,14.04736973033563,14.45645063043073,0.34204835821498264,0.5986547574414927,19.183534614453617,5393530500.0,45218400.0,12.0,13.079999923706055,15.466667175292969,4.893154678179277,3.58365726364892,25.616500918429,14.14905217007191
2016-09-04,13.488666534423828,13.546667098999023,13.079999923706055,13.185333251953125,89661000.0,209,0.4,2179.98,0.3966666666666667,2179.7923333333333,-0.44754505391913924,-0.27388693236605416,-0.17365812155308508,15.526948425890268,15.735437060206003,14.431133460998534,13.126829861791066,13.644380978175572,14.431133460998534,14.86910665512085,14.638953332901002,14.728513355255126,13.914748733661398,14.362293787580537,0.3509497022919817,0.5213028863506161,19.226031630540092,5483191500.0,48175725.0,11.0,13.079999923706055,15.466667175292969,4.893154678179277,4.893154678179277,28.607545373996224,14.026073174897313
