ticker,company_name,sector,industry,market_cap,pe_ratio,performance_1y_pct,current_price,market_cap_rank,pe_rank,performance_rank
AAPL,Apple Inc.,Technology,Consumer Electronics,3669707194368,33.33557,11.456563562333399,248.35,,,
